chr1:1718760-1718880	GNB1_Ex_11
chr17:29657414-29657534	NF1_Ex_39
chr17:29661846-29661966	NF1_Ex_40
chr17:29661966-29662086	NF1_Ex_40
chr17:29663311-29663431	NF1_Ex_41
chr17:29663431-29663551	NF1_Ex_41
chr17:29663643-29663763	NF1_Ex_42
chr17:29663763-29663883	NF1_Ex_42
chr17:29663883-29664003	NF1_Ex_42
chr17:29664366-29664486	NF1_Ex_43
chr17:29664486-29664606	NF1_Ex_43
chr17:29664807-29664927	NF1_Ex_44
chr17:29664983-29665103	NF1_Ex_45
chr17:29665103-29665223	NF1_Ex_45
chr17:29665712-29665832	NF1_Ex_46
chr17:29667473-29667593	NF1_Ex_47
chr17:29667593-29667713	NF1_Ex_47
chr17:29669917-29670037	NF1_Ex_48
chr17:29670037-29670157	NF1_Ex_48
chr17:29676098-29676218	NF1_Ex_49
chr17:29676218-29676338	NF1_Ex_49
chr17:29677191-29677311	NF1_Ex_50
chr17:29677311-29677431	NF1_Ex_50
chr17:29679215-29679335	NF1_Ex_51
chr17:29679335-29679455	NF1_Ex_51
chr17:29683428-29683548	NF1_Ex_52
chr17:29683548-29683668	NF1_Ex_52
chr17:29683908-29684028	NF1_Ex_53
chr17:29684028-29684148	NF1_Ex_53
chr17:29684277-29684397	NF1_Ex_54
chr17:29685488-29685608	NF1_Ex_55
chr17:29685608-29685728	NF1_Ex_55
chr17:29685927-29686047	NF1_Ex_56
chr17:29687495-29687615	NF1_Ex_57
chr17:29687615-29687735	NF1_Ex_57
chr17:29701021-29701141	NF1_Ex_58
chr17:29701141-29701261	NF1_Ex_58
chr17:30315289-30315409	SUZ12_Ex_10
chr17:30315409-30315529	SUZ12_Ex_10
chr17:30320251-30320371	SUZ12_Ex_11
chr17:30320864-30320984	SUZ12_Ex_12
chr17:30320984-30321104	SUZ12_Ex_12
chr17:30321573-30321693	SUZ12_Ex_13
chr17:30321693-30321813	SUZ12_Ex_13
chr17:30322573-30322693	SUZ12_Ex_14
chr17:30322693-30322813	SUZ12_Ex_14
chr17:30323807-30323927	SUZ12_Ex_15
chr17:30325667-30325787	SUZ12_Ex_16
chr17:30325787-30325907	SUZ12_Ex_16
chr17:30325907-30326027	SUZ12_Ex_16
chr17:30612461-30612580	chr17q11.2
chr17:31311605-31311724	chr17q11.2
chr17:31918050-31918169	chr17q12
chr17:32563772-32563891	chr17q12
chr17:33497272-33497391	chr17q12
chr17:34405255-34405374	chr17q12
chr17:35244941-35245060	chr17q12
chr17:35902166-35902285	chr17q12
chr17:37257843-37257962	chr17q12
chr17:37929757-37929876	chr17q12
chr17:38592931-38593050	chr17q21.2
chr17:40359556-40359676	STAT5B_Ex_16
chr17:40359676-40359796	STAT5B_Ex_16
chr17:40474290-40474410	STAT3_Ex_21
chr17:40474410-40474530	STAT3_Ex_21
chr17:40474982-40475102	STAT3_Ex_20
chr17:40475102-40475222	STAT3_Ex_20
chr17:40475258-40475378	STAT3_Ex_19
chr17:40702224-40702343	chr17q21.2
chr17:41650951-41651070	chr17q21.31
chr17:42287656-42287776	UBTF_Ex13
chr17:42287776-42287896	UBTF_Ex13
chr17:42661901-42662020	chr17q21.31
chr17:43361432-43361551	chr17q21.31
chr17:44070524-44070643	chr17q21.31
chr17:46072606-46072725	chr17q21.32
chr17:46824499-46824618	chr17q21.32
chr17:48186883-48187002	chr17q21.33
chr17:48821148-48821267	chr17q21.33
chr17:49709745-49709864	chr17q21.33
chr17:50587140-50587259	chr17q22
chr17:51211553-51211672	chr17q22
chr17:52073574-52073693	chr17q22
chr17:52704973-52705092	chr17q22
chr17:53587134-53587253	chr17q22
chr17:54428377-54428496	chr17q22
chr17:55131489-55131608	chr17q22
chr17:56487577-56487696	chr17q22
chr17:56769935-56770055	RAD51C_Ex_1
chr17:56770055-56770175	RAD51C_Ex_1
chr17:56772272-56772392	RAD51C_Ex_2
chr17:56772392-56772512	RAD51C_Ex_2
chr17:56772512-56772632	RAD51C_Ex_2
chr17:56774004-56774124	RAD51C_Ex_3
chr17:56774124-56774244	RAD51C_Ex_3
chr17:56780487-56780607	RAD51C_Ex_4
chr17:56780607-56780727	RAD51C_Ex_4
chr17:56787130-56787250	RAD51C_Ex_5
chr17:56787250-56787370	RAD51C_Ex_5
chr17:56798077-56798197	RAD51C_Ex_6
chr17:56801391-56801511	RAD51C_Ex_7
chr17:56809835-56809955	RAD51C_Ex_8
chr17:56811469-56811589	RAD51C_Ex_9
chr17:57207481-57207600	chr17q22
chr17:57930587-57930706	chr17q23.1
chr17:58677656-58677776	PPM1D_Ex_1
chr17:58677776-58677896	PPM1D_Ex_1
chr17:58677896-58678016	PPM1D_Ex_1
chr17:58678016-58678136	PPM1D_Ex_1
chr17:58678136-58678256	PPM1D_Ex_1
chr17:58700872-58700992	PPM1D_Ex_2
chr17:58700992-58701112	PPM1D_Ex_2
chr17:58711144-58711264	PPM1D_Ex_3
chr17:58711264-58711384	PPM1D_Ex_3
chr17:58725233-58725353	PPM1D_Ex_4
chr17:58725353-58725473	PPM1D_Ex_4
chr17:58733860-58733980	PPM1D_Ex_5
chr17:58733980-58734100	PPM1D_Ex_5
chr17:58734100-58734220	PPM1D_Ex_5
chr17:58740336-58740456	PPM1D_Ex_6
chr17:58740456-58740576	PPM1D_Ex_6
chr17:58740576-58740696	PPM1D_Ex_6
chr17:58740696-58740816	PPM1D_Ex_6
chr17:58740816-58740936	PPM1D_Ex_6
chr17:59587793-59587912	chr17q23.2
chr17:60882038-60882157	chr17q23.2
chr17:61562250-61562369	chr17q23.3
chr17:62399813-62399932	chr17q23.3
chr17:63713811-63713930	chr17q24.1
chr17:64444917-64445036	chr17q24.2
chr17:65336468-65336587	chr17q24.2
chr17:66286998-66287117	chr17q24.2
chr17:67160127-67160246	chr17q24.3
chr17:68046199-68046318	chr17q24.3
chr17:68938108-68938227	chr17q24.3
chr17:69559504-69559623	chr17q24.3
chr17:70176214-70176333	chr17q24.3
chr17:71131260-71131379	chr17q25.1
chr17:71967798-71967917	chr17q25.1
chr17:73511014-73511133	chr17q25.1
chr17:74694387-74694506	chr17q25.1
chr17:74732193-74732313	SRSF2_Ex_2
chr17:74732313-74732433	SRSF2_Ex_2
chr17:74732433-74732553	SRSF2_Ex_2
chr17:74732811-74732931	SRSF2_Ex_1
chr17:74732931-74733051	SRSF2_Ex_1
chr17:74733051-74733171	SRSF2_Ex_1
chr17:74733171-74733291	SRSF2_Ex_1
chr17:75572675-75572794	chr17q25.3
chr17:76484236-76484355	chr17q25.3
chr17:77698982-77699101	chr17q25.3
chr17:78579154-78579273	chr17q25.3
chr17:79505130-79505249	chr17q25.3
chr17:80344167-80344286	chr17q25.3
chr17:81005600-81005719	chr17q25.3
chr18:293962-294081	chr18p11.32
chr18:1240487-1240606	chr18p11.32
chr18:1983923-1984042	chr18p11.32
chr18:2653832-2653951	chr18p11.32
chr18:3510726-3510845	chr18p11.31
chr18:4454091-4454210	chr18p11.31
chr18:5196922-5197041	chr18p11.31
chr18:5946835-5946954	chr18q21.33
chr18:6681251-6681370	chr18p11.31
chr18:7389169-7389288	chr18p11.23
chr18:8257128-8257247	chr18p11.23
chr18:8912625-8912744	chr18p11.22
chr18:9869987-9870106	chr18p11.22
chr18:11156517-11156636	chr18p11.21
chr18:11938745-11938864	chr18p11.21
chr18:13101843-13101962	chr18p11.21
chr18:13993717-13993836	chr18p11.21
chr18:14598534-14598653	chr18p11.21
chr18:18909871-18909990	chr18q11.2
chr18:19826683-19826802	chr18q11.2
chr18:20659000-20659119	chr18q11.2
chr18:21636187-21636306	chr18q11.2
chr18:22595982-22596101	chr18q11.2
chr18:23291013-23291132	chr18q11.2
chr18:24073240-24073359	chr18q11.2
chr18:24771879-24771998	chr18q11.2
chr18:25501942-25502061	chr18q12.1
chr18:26166516-26166635	chr18q12.1
chr18:27418540-27418659	chr18q12.1
chr18:28038223-28038342	chr18q12.1
chr18:28741849-28741968	chr18q12.1
chr18:30053091-30053210	chr18q12.1
chr18:31328460-31328579	chr18q12.1
chr18:31994830-31994949	chr18q12.1
chr18:33133800-33133919	chr18q12.2
chr18:33953317-33953436	chr18q12.2
chr18:34875298-34875417	chr18q12.2
chr18:35712956-35713075	chr18q12.2
chr18:36431904-36432023	chr18q12.2
chr18:37194231-37194350	chr18q12.2
chr18:37960645-37960764	chr18q12.3
chr18:39134661-39134780	chr18q12.3
chr18:39903871-39903990	chr18q12.3
chr18:41340877-41340996	chr18q12.3
chr18:42131883-42132002	chr18q12.3
chr18:42281202-42281322	SETBP1_Ex_2
chr18:42281322-42281442	SETBP1_Ex_2
chr18:42281442-42281562	SETBP1_Ex_2
chr18:42281562-42281682	SETBP1_Ex_2
chr18:42281682-42281802	SETBP1_Ex_2
chr18:42529826-42529946	SETBP1_Ex_4
chr18:42529946-42530066	SETBP1_Ex_4
chr18:42530066-42530186	SETBP1_Ex_4
chr18:42530186-42530306	SETBP1_Ex_4
chr18:42530306-42530426	SETBP1_Ex_4
chr18:42530426-42530546	SETBP1_Ex_4
chr18:42530546-42530666	SETBP1_Ex_4
chr18:42530666-42530786	SETBP1_Ex_4
chr18:42530786-42530906	SETBP1_Ex_4
chr18:42530906-42531026	SETBP1_Ex_4
chr18:42531026-42531146	SETBP1_Ex_4
chr18:42531146-42531266	SETBP1_Ex_4
chr18:42531266-42531386	SETBP1_Ex_4
chr18:42531386-42531506	SETBP1_Ex_4
chr18:42531506-42531626	SETBP1_Ex_4
chr18:42531626-42531746	SETBP1_Ex_4
chr18:42531746-42531866	SETBP1_Ex_4
chr18:42531866-42531986	SETBP1_Ex_4
chr18:42531986-42532106	SETBP1_Ex_4
chr18:42532106-42532226	SETBP1_Ex_4
chr18:42532226-42532346	SETBP1_Ex_4
chr18:42532346-42532466	SETBP1_Ex_4
chr18:42532466-42532586	SETBP1_Ex_4
chr18:42532586-42532706	SETBP1_Ex_4
chr18:42532706-42532826	SETBP1_Ex_4
chr18:42532826-42532946	SETBP1_Ex_4
chr18:42532946-42533066	SETBP1_Ex_4
chr18:42533066-42533186	SETBP1_Ex_4
chr18:42533186-42533306	SETBP1_Ex_4
chr18:42618410-42618530	SETBP1_Ex_5
chr18:42618530-42618650	SETBP1_Ex_5
chr18:42643024-42643144	SETBP1_Ex_6
chr18:42643144-42643264	SETBP1_Ex_6
chr18:42643264-42643384	SETBP1_Ex_6
chr18:42643384-42643504	SETBP1_Ex_6
chr18:42643504-42643624	SETBP1_Ex_6
chr18:42643624-42643744	SETBP1_Ex_6
chr18:43138556-43138675	chr18q12.3
chr18:43931518-43931637	chr18q21.1
chr18:44610467-44610586	chr18q21.1
chr18:45380054-45380173	chr18q21.1
chr18:46301278-46301397	chr18q21.1
chr18:47095428-47095547	chr18q21.1
chr18:47903935-47904054	chr18q21.1
chr18:48802137-48802256	chr18q21.2
chr18:49459207-49459326	chr18q21.2
chr18:50077741-50077860	chr18q21.2
chr18:50776693-50776812	chr18q21.2
chr18:51467056-51467175	chr18q21.2
chr18:52290656-52290775	chr18q21.2
chr18:53046518-53046637	chr18q21.2
chr18:53811637-53811756	chr18q21.31
chr18:54763769-54763888	chr18q21.31
chr18:55466537-55466656	chr18q21.31
chr18:56247541-56247660	chr18q21.32
chr18:56966123-56966242	chr18q21.32
chr18:57682190-57682309	chr18q21.32
chr18:58735148-58735267	chr18q21.32
chr18:59458768-59458887	chr18q21.33
chr18:60244018-60244137	chr18q21.33
chr18:60969977-60970096	chr18q21.33
chr18:61715720-61715839	chr18q22.1
chr18:62979172-62979291	chr18q22.1
chr18:63956174-63956293	chr18q22.1
chr18:64683120-64683239	chr18q22.1
chr18:65440002-65440121	chr18q22.1
chr18:66176124-66176243	chr18q22.1
chr18:66900677-66900796	chr18q22.2
chr18:67565520-67565639	chr18q22.2
chr18:68419899-68420018	chr18q22.2
chr18:69148211-69148330	chr18q22.3
chr18:69877680-69877799	chr18q22.3
chr18:70975574-70975693	chr18q22.3
chr18:71877743-71877862	chr18q22.3
chr18:72598915-72599034	chr18q22.3
chr18:73361436-73361555	chr18q23
chr18:74100994-74101113	chr18q23
chr18:74851752-74851871	chr18q23
chr18:75591024-75591143	chr18q23
chr18:76324445-76324564	chr18q23
chr18:77313527-77313646	chr18q23
chr19:680786-680905	chr19p13.3
chr19:852279-852399	ELANE_Ex_1
chr19:852866-852986	ELANE_Ex_2
chr19:852986-853106	ELANE_Ex_2
chr19:853192-853312	ELANE_Ex_3
chr19:853312-853432	ELANE_Ex_3
chr19:855554-855674	ELANE_Ex_4
chr19:855674-855794	ELANE_Ex_4
chr19:855928-856048	ELANE_Ex_5
chr19:856048-856168	ELANE_Ex_5
chr19:1673450-1673569	chr19p13.3
chr19:2325301-2325420	chr19p13.3
chr19:3338833-3338952	chr19p13.3
chr19:4025608-4025727	chr19p13.3
chr19:4047700-4047820	ZBTB7A_Ex_3
chr19:4047820-4047940	ZBTB7A_Ex_3
chr19:4047940-4048060	ZBTB7A_Ex_3
chr19:4048060-4048180	ZBTB7A_Ex_3
chr19:4048180-4048300	ZBTB7A_Ex_3
chr19:4053929-4054049	ZBTB7A_Ex_2
chr19:4054049-4054169	ZBTB7A_Ex_2
chr19:4054169-4054289	ZBTB7A_Ex_2
chr19:4054289-4054409	ZBTB7A_Ex_2
chr19:4054409-4054529	ZBTB7A_Ex_2
chr19:4054529-4054649	ZBTB7A_Ex_2
chr19:4054649-4054769	ZBTB7A_Ex_2
chr19:4054769-4054889	ZBTB7A_Ex_2
chr19:4054889-4055009	ZBTB7A_Ex_2
chr19:4055009-4055129	ZBTB7A_Ex_2
chr19:4055129-4055249	ZBTB7A_Ex_2
chr19:4636887-4637006	chr19p13.3
chr19:5352465-5352584	chr19p13.3
chr19:6654340-6654459	chr19p13.3
chr19:7323070-7323189	chr19p13.2
chr19:7970576-7970695	chr19p13.2
chr19:8673534-8673653	chr19p13.2
chr19:9399937-9400056	chr19p13.2
chr19:10244323-10244443	DNMT1_Ex_41
chr19:10244873-10244993	DNMT1_Ex_40
chr19:10246352-10246472	DNMT1_Ex_39
chr19:10246472-10246592	DNMT1_Ex_39
chr19:10246757-10246877	DNMT1_Ex_38
chr19:10246877-10246997	DNMT1_Ex_38
chr19:10247751-10247871	DNMT1_Ex_37
chr19:10247871-10247991	DNMT1_Ex_37
chr19:10248458-10248578	DNMT1_Ex_36
chr19:10248578-10248698	DNMT1_Ex_36
chr19:10249095-10249215	DNMT1_Ex_35
chr19:10249215-10249335	DNMT1_Ex_35
chr19:10250332-10250452	DNMT1_Ex_34
chr19:10250452-10250572	DNMT1_Ex_34
chr19:10250662-10250782	DNMT1_Ex_33
chr19:10250782-10250902	DNMT1_Ex_33
chr19:10250902-10251022	DNMT1_Ex_33
chr19:10251367-10251487	DNMT1_Ex_32
chr19:10251487-10251607	DNMT1_Ex_32
chr19:10251761-10251881	DNMT1_Ex_31
chr19:10252664-10252784	DNMT1_Ex_30
chr19:10252784-10252904	DNMT1_Ex_30
chr19:10254432-10254552	DNMT1_Ex_29
chr19:10254552-10254672	DNMT1_Ex_29
chr19:10256967-10257087	DNMT1_Ex_28
chr19:10257087-10257207	DNMT1_Ex_28
chr19:10259510-10259630	DNMT1_Ex_27
chr19:10259630-10259750	DNMT1_Ex_27
chr19:10260119-10260239	DNMT1_Ex_26
chr19:10260239-10260359	DNMT1_Ex_26
chr19:10260479-10260599	DNMT1_Ex_25
chr19:10260599-10260719	DNMT1_Ex_25
chr19:10262044-10262164	DNMT1_Ex_24
chr19:10262164-10262284	DNMT1_Ex_24
chr19:10262406-10262526	DNMT1_Ex_23
chr19:10264929-10265049	DNMT1_Ex_22
chr19:10265049-10265169	DNMT1_Ex_22
chr19:10265212-10265332	DNMT1_Ex_21
chr19:10265332-10265452	DNMT1_Ex_21
chr19:10265511-10265631	DNMT1_Ex_20
chr19:10265631-10265751	DNMT1_Ex_20
chr19:10266509-10266629	DNMT1_Ex_19
chr19:10267027-10267147	DNMT1_Ex_18
chr19:10267147-10267267	DNMT1_Ex_18
chr19:10270324-10270444	DNMT1_Ex_17
chr19:10270498-10270618	DNMT1_Ex_16
chr19:10270624-10270744	DNMT1_Ex_15
chr19:10270980-10271100	DNMT1_Ex_14
chr19:10273333-10273453	DNMT1_Ex_13
chr19:10273952-10274072	DNMT1_Ex_12
chr19:10277264-10277384	DNMT1_Ex_11
chr19:10278936-10279056	DNMT1_Ex_10
chr19:10283756-10283876	DNMT1_Ex_9
chr19:10284487-10284607	DNMT1_Ex_8
chr19:10286206-10286326	DNMT1_Ex_7
chr19:10287938-10288058	DNMT1_Ex_6
chr19:10291016-10291136	DNMT1_Ex_4
chr19:10291136-10291256	DNMT1_Ex_4
chr19:10291444-10291564	DNMT1_Ex_3
chr19:10292707-10292827	DNMT1_Ex_2
chr19:10305476-10305596	DNMT1_Ex_1
chr19:10579415-10579534	chr19p13.2
chr19:11488590-11488710	EPOR_Ex_8
chr19:11488710-11488830	EPOR_Ex_8
chr19:11488830-11488950	EPOR_Ex_8
chr19:11488950-11489070	EPOR_Ex_8
chr19:11489070-11489190	EPOR_Ex_8
chr19:11489190-11489310	EPOR_Ex_8
chr19:11489337-11489457	EPOR_Ex_7
chr19:11491550-11491670	EPOR_Ex_6
chr19:11491682-11491802	EPOR_Ex_5
chr19:11491802-11491922	EPOR_Ex_5
chr19:11492298-11492418	EPOR_Ex_4
chr19:11492418-11492538	EPOR_Ex_4
chr19:11492586-11492706	EPOR_Ex_3
chr19:11492706-11492826	EPOR_Ex_3
chr19:11493713-11493833	EPOR_Ex_2
chr19:11493833-11493953	EPOR_Ex_2
chr19:11494719-11494839	EPOR_Ex_1
chr19:11494839-11494959	EPOR_Ex_1
chr19:11847556-11847675	chr19p13.2
chr19:13054487-13054607	CALR_Ex_9
chr19:13054607-13054727	CALR_Ex_9
chr19:13317921-13318040	chr19p13.2
chr19:13975318-13975437	chr19p13.12
chr19:14972039-14972158	chr19p13.12
chr19:16240668-16240787	chr19p13.12
chr19:17269437-17269556	chr19p13.11
chr19:18260650-18260769	chr19p13.11
chr19:18959150-18959269	chr19p13.11
chr19:19619483-19619602	chr19p13.11
chr19:22610681-22610800	chr19p13.12
chr19:23545085-23545205	ZNF91_Ex_4
chr19:23545205-23545325	ZNF91_Ex_4
chr19:23545445-23545565	ZNF91_Ex_4
chr19:23556494-23556614	ZNF91_Ex_3
chr19:23557360-23557480	ZNF91_Ex_2
chr19:23578067-23578187	ZNF91_Ex_1
chr19:24178126-24178245	chr19p13.12
chr19:28247491-28247610	chr19q11
chr19:28914405-28914524	chr19q12
chr19:29603050-29603169	chr19q12
chr19:30568362-30568481	chr19q12
chr19:31284747-31284866	chr19q12
chr19:31924590-31924709	chr19q12
chr19:32594810-32594929	chr19q13.11
chr19:33240511-33240630	chr19q13.11
chr19:33792184-33792304	CEBPA_Ex_1
chr19:33792304-33792424	CEBPA_Ex_1
chr19:33792424-33792544	CEBPA_Ex_1
chr19:33792544-33792664	CEBPA_Ex_1
chr19:33792664-33792784	CEBPA_Ex_1
chr19:33792784-33792904	CEBPA_Ex_1
chr19:33792904-33793024	CEBPA_Ex_1
chr19:33793024-33793144	CEBPA_Ex_1
chr19:33793144-33793264	CEBPA_Ex_1
chr19:33793264-33793384	CEBPA_Ex_1
chr19:33921204-33921323	chr19q13.11
chr19:34556545-34556664	chr19q13.11
chr19:35231413-35231532	chr19q13.11
chr19:35923319-35923438	chr19q13.12
chr19:37894409-37894528	chr19q13.12
chr19:38912705-38912824	chr19q13.2
chr19:40227804-40227923	chr19q13.2
chr19:41245683-41245802	chr19q13.2
chr19:42262196-42262315	chr19q13.2
chr19:43478084-43478203	chr19q13.31
chr19:44198467-44198586	chr19q13.31
chr19:44871234-44871353	chr19q13.31
chr19:45556603-45556722	chr19q13.32
chr19:46210306-46210425	chr19q13.32
chr19:46920683-46920802	chr19q13.32
chr19:47530901-47531020	chr19q13.32
chr19:48477985-48478104	chr19q13.33
chr19:49253202-49253321	chr19q13.33
chr19:49891463-49891582	chr19q13.33
chr19:50579860-50579979	chr19q13.33
chr19:51216850-51216969	chr19q13.33
chr19:51849366-51849485	chr19q13.41
chr19:52536058-52536177	chr19q13.41
chr19:53552139-53552258	chr19q13.41
chr19:54205902-54206021	chr19q13.42
chr19:55194622-55194741	chr19q13.42
chr19:55883820-55883939	chr19q13.42
chr19:56166461-56166581	U2AF2_Ex_1
chr19:56170526-56170646	U2AF2_Ex_2
chr19:56170646-56170766	U2AF2_Ex_2
chr19:56171483-56171603	U2AF2_Ex_3
chr19:56171872-56171992	U2AF2_Ex_4
chr19:56172354-56172474	U2AF2_Ex_5
chr19:56172474-56172594	U2AF2_Ex_5
chr19:56173798-56173918	U2AF2_Ex_6
chr19:56173918-56174038	U2AF2_Ex_6
chr19:56174912-56175032	U2AF2_Ex_7
chr19:56175032-56175152	U2AF2_Ex_7
chr19:56179853-56179973	U2AF2_Ex_8
chr19:56179976-56180096	U2AF2_Ex_9
chr19:56180096-56180216	U2AF2_Ex_9
chr19:56180439-56180559	U2AF2_Ex_10
chr19:56180720-56180840	U2AF2_Ex_11
chr19:56180840-56180960	U2AF2_Ex_11
chr19:56180960-56181080	U2AF2_Ex_11
chr19:56185270-56185390	U2AF2_Ex_12
chr19:56185390-56185510	U2AF2_Ex_12
chr19:56889214-56889333	chr19q13.43
chr19:57529695-57529814	chr19q13.43
chr19:58194329-58194448	chr19q13.43
chr19:58878425-58878544	chr19q13.43
chr2:615951-616070	chr2p25.2
chr2:2116811-2116930	chr2p25.3
chr2:2755278-2755397	chr2p25.3
chr2:3772279-3772398	chr2p25.3
chr2:4900581-4900700	chr2p25.2
chr2:5503141-5503260	chr2p25.2
chr2:6127150-6127269	chr2p25.2
chr2:7350434-7350553	chr2p25.1
chr2:8001523-8001642	chr2p25.1
chr2:9279332-9279451	chr2p25.1
chr2:10119820-10119939	chr2p25.1
chr2:11013623-11013742	chr2p25.1
chr2:11940760-11940879	chr2p25.1
chr2:12561123-12561242	chr2p24.3
chr2:13479940-13480059	chr2p24.3
chr2:14081846-14081965	chr2p24.3
chr2:15306802-15306921	chr2p24.3
chr2:15912867-15912986	chr2p24.3
chr2:16082137-16082257	MYCN_Ex_2
chr2:16082257-16082377	MYCN_Ex_2
chr2:16082377-16082497	MYCN_Ex_2
chr2:16082497-16082617	MYCN_Ex_2
chr2:16082617-16082737	MYCN_Ex_2
chr2:16082737-16082857	MYCN_Ex_2
chr2:16082857-16082977	MYCN_Ex_2
chr2:16085515-16085635	MYCN_Ex_3
chr2:16085635-16085755	MYCN_Ex_3
chr2:16085755-16085875	MYCN_Ex_3
chr2:16085875-16085995	MYCN_Ex_3
chr2:16085995-16086115	MYCN_Ex_3
chr2:16086115-16086235	MYCN_Ex_3
chr2:16991194-16991313	chr2p24.2
chr2:18046179-18046298	chr2p24.2
chr2:18925150-18925269	chr2p24.2
chr2:19546736-19546855	chr2p24.1
chr2:20206356-20206475	chr2p24.1
chr2:20826607-20826726	chr2p24.1
chr2:21454663-21454782	chr2p24.1
chr2:22552638-22552757	chr2p24.1
chr2:23865849-23865968	chr2p24.1
chr2:24656568-24656687	chr2p23.3
chr2:25373239-25373358	chr2p23.3
chr2:25457098-25457218	DNMT3A_Ex_23
chr2:25457218-25457338	DNMT3A_Ex_23
chr2:25458506-25458626	DNMT3A_Ex_22
chr2:25458626-25458746	DNMT3A_Ex_22
chr2:25459765-25459885	DNMT3A_Ex_21
chr2:25461969-25462089	DNMT3A_Ex_20
chr2:25463151-25463271	DNMT3A_Ex_19
chr2:25463271-25463391	DNMT3A_Ex_19
chr2:25463479-25463599	DNMT3A_Ex_18
chr2:25464371-25464491	DNMT3A_Ex_17
chr2:25464491-25464611	DNMT3A_Ex_17
chr2:25466757-25466877	DNMT3A_Ex_16
chr2:25466994-25467114	DNMT3A_Ex_15
chr2:25467114-25467234	DNMT3A_Ex_15
chr2:25467359-25467479	DNMT3A_Ex_14
chr2:25467479-25467599	DNMT3A_Ex_14
chr2:25468082-25468202	DNMT3A_Ex_13
chr2:25468839-25468959	DNMT3A_Ex_12
chr2:25468939-25469059	DNMT3A_Ex_11
chr2:25469059-25469179	DNMT3A_Ex_11
chr2:25469439-25469559	DNMT3A_Ex_10
chr2:25469559-25469679	DNMT3A_Ex_10
chr2:25469910-25470030	DNMT3A_Ex_9
chr2:25470420-25470540	DNMT3A_Ex_8
chr2:25470540-25470660	DNMT3A_Ex_8
chr2:25470886-25471006	DNMT3A_Ex_7
chr2:25471006-25471126	DNMT3A_Ex_7
chr2:25497740-25497860	DNMT3A_Ex_6
chr2:25497860-25497980	DNMT3A_Ex_6
chr2:25498309-25498429	DNMT3A_Ex_5
chr2:25505220-25505340	DNMT3A_Ex_4
chr2:25505340-25505460	DNMT3A_Ex_4
chr2:25505460-25505580	DNMT3A_Ex_4
chr2:25522998-25523118	DNMT3A_Ex_3
chr2:25536762-25536882	DNMT3A_Ex_2
chr2:25964848-25964968	ASXL2_Ex_13
chr2:25964968-25965088	ASXL2_Ex_13
chr2:25965088-25965208	ASXL2_Ex_13
chr2:25965208-25965328	ASXL2_Ex_13
chr2:25965328-25965448	ASXL2_Ex_13
chr2:25965448-25965568	ASXL2_Ex_13
chr2:25965568-25965688	ASXL2_Ex_13
chr2:25965688-25965808	ASXL2_Ex_13
chr2:25965808-25965928	ASXL2_Ex_13
chr2:25965928-25966048	ASXL2_Ex_13
chr2:25966048-25966168	ASXL2_Ex_13
chr2:25966168-25966288	ASXL2_Ex_13
chr2:25966288-25966408	ASXL2_Ex_13
chr2:25966408-25966528	ASXL2_Ex_13
chr2:25966528-25966648	ASXL2_Ex_13
chr2:25966648-25966768	ASXL2_Ex_13
chr2:25966768-25966888	ASXL2_Ex_13
chr2:25966888-25967008	ASXL2_Ex_13
chr2:25967008-25967128	ASXL2_Ex_13
chr2:25967128-25967248	ASXL2_Ex_13
chr2:25967248-25967368	ASXL2_Ex_13
chr2:25972545-25972665	ASXL2_Ex_12
chr2:25972665-25972785	ASXL2_Ex_12
chr2:25972785-25972905	ASXL2_Ex_12
chr2:25972905-25973025	ASXL2_Ex_12
chr2:25973025-25973145	ASXL2_Ex_12
chr2:25973145-25973265	ASXL2_Ex_12
chr2:25973265-25973385	ASXL2_Ex_12
chr2:26541368-26541487	chr2p23.3
chr2:27384520-27384639	chr2p23.3
chr2:28181947-28182066	chr2p23.2
chr2:28801835-28801954	chr2p23.2
chr2:29455765-29455884	chr2p23.2
chr2:30262483-30262602	chr2p23.1
chr2:30936515-30936634	chr2p23.1
chr2:31592264-31592383	chr2p23.1
chr2:32457478-32457597	chr2p22.3
chr2:33062422-33062541	chr2p22.3
chr2:33699962-33700081	chr2p22.3
chr2:34305395-34305514	chr2p22.3
chr2:35075943-35076062	chr2p22.3
chr2:35830842-35830961	chr2p22.3
chr2:37065959-37066078	chr2p22.2
chr2:37987781-37987900	chr2p22.2
chr2:38673629-38673748	chr2p22.1
chr2:40106693-40106812	chr2p22.1
chr2:41024242-41024361	chr2p22.1
chr2:41960187-41960306	chr2p21
chr2:42724995-42725114	chr2p21
chr2:43447486-43447605	chr2p21
chr2:44396985-44397104	chr2p21
chr2:45315716-45315835	chr2p21
chr2:46245121-46245240	chr2p21
chr2:46603658-46603778	EPAS1_Ex_9
chr2:46603778-46603898	EPAS1_Ex_9
chr2:46607286-46607406	EPAS1_Ex_12
chr2:46607406-46607526	EPAS1_Ex_12
chr2:46607526-46607646	EPAS1_Ex_12
chr2:46607646-46607766	EPAS1_Ex_12
chr2:46607766-46607886	EPAS1_Ex_12
chr2:47907417-47907536	chr2p16.3
chr2:48787860-48787979	chr2p16.3
chr2:49596462-49596581	chr2p16.3
chr2:50231231-50231350	chr2p16.3
chr2:50843612-50843731	chr2p16.3
chr2:51453020-51453139	chr2p16.3
